"Victim.s.race","Victim.s.gender","Date.of.Incident..month.day.year.","City","State","year"
"Black","Male","12/12/2015","Lynwood","CA","2015"
"White","Male","12/12/2015","Healdton","OK","2015"
"Hispanic","Male","12/12/2015","San Bernardino","CA","2015"
"Unknown race","Male","12/12/2015","Aurora","CO","2015"
"White","Male","11/12/2015","Tucson","AZ","2015"
"White","Male","10/12/2015","Indianapolis","IN","2015"
"White","Male","10/12/2015","Marina","CA","2015"
"Black","Male","10/12/2015","Taylors","SC","2015"
"Unknown race","Male","10/12/2015","Hemet","CA","2015"
"Black","Male","09/12/2015","Tallahassee","FL","2015"
"White","Male","09/12/2015","Sportsmen Acres","OK","2015"
"White","Male","09/12/2015","Leitchfield","KY","2015"
"Black","Male","08/12/2015","Cleveland","OH","2015"
"Black","Male","08/12/2015","Yonkers","NY","2015"
"White","Male","08/12/2015","Amherst","VA","2015"
"Black","Male","07/12/2015","New York","NY","2015"
"White","Male","06/12/2015","Seattle","WA","2015"
"Black","Male","06/12/2015","Richmond Heights","OH","2015"
"White","Male","06/12/2015","Laramie","WY","2015"
"White","Male","05/12/2015","Irving","TX","2015"
"Hispanic","Male","05/12/2015","Indio","CA","2015"
"White","Male","05/12/2015","Miami Beach","FL","2015"
"White","Male","05/12/2015","Neenah","WI","2015"
"White","Female","05/12/2015","Florissant","MO","2015"
"Black","Male","04/12/2015","Pittsburgh","PA","2015"
"White","Male","04/12/2015","Mesa","AZ","2015"
"White","Male","04/12/2015","Waverly","OH","2015"
"White","Male","03/12/2015","Big Springs","NE","2015"
"Black","Male","02/12/2015","San Francisco","CA","2015"
"Asian","Female","02/12/2015","Redlands","CA","2015"
"Asian","Male","02/12/2015","Redlands","CA","2015"
"Hispanic","Male","02/12/2015","San Antonio","TX","2015"
"Hispanic","Male","02/12/2015","Denver","CO","2015"
"Hispanic","Male","02/12/2015","Deming","NM","2015"
"Hispanic","Male","01/12/2015","Norwalk","CA","2015"
"White","Male","01/12/2015","Bangor","ME","2015"
"Black","Male","30/11/2015","Atlanta","GA","2015"
"Asian","Unknown","30/11/2015","Aurora","CO","2015"
"Hispanic","Male","30/11/2015","Wink","TX","2015"
"White","Male","29/11/2015","Celina","OH","2015"
"Hispanic","Male","29/11/2015","Bakersfield","CA","2015"
"White","Male","29/11/2015","Lincoln","NE","2015"
"White","Male","29/11/2015","Stewartsville","MO","2015"
"Hispanic","Male","29/11/2015","Sun City","AZ","2015"
"White","Male","28/11/2015","Seagoville","TX","2015"
"White","Male","27/11/2015","Lampe","MO","2015"
"White","Male","26/11/2015","Paradise","CA","2015"
"White","Male","25/11/2015","Springfield","MO","2015"
"White","Female","25/11/2015","Ozark","MO","2015"
"White","Male","25/11/2015","Eagar","AZ","2015"
"White","Female","25/11/2015","Paradise","CA","2015"
"Black","Male","24/11/2015","Camden","NJ","2015"
"White","Male","24/11/2015","Las Vegas","NV","2015"
"White","Male","24/11/2015","Columbia Heights","MN","2015"
"Hispanic","Male","23/11/2015","Corpus Christi","TX","2015"
"White","Male","23/11/2015","Columbus","OH","2015"
"Hispanic","Male","22/11/2015","Denver","CO","2015"
"White","Male","22/11/2015","Reno","NV","2015"
"White","Male","22/11/2015","Fontana","CA","2015"
"White","Male","21/11/2015","Colbert","OK","2015"
"White","Male","20/11/2015","Dallas","GA","2015"
"Black","Male","20/11/2015","Barstow","CA","2015"
"White","Male","20/11/2015","Palmetto","GA","2015"
"Hispanic","Male","20/11/2015","Fontana","CA","2015"
"Black","Male","19/11/2015","Fort Pierce","FL","2015"
"Black","Male","19/11/2015","Washington","DC","2015"
"Black","Male","19/11/2015","Bradenton","FL","2015"
"Black","Male","18/11/2015","Benton Harbor","MI","2015"
"Black","Male","18/11/2015","Opa-locka","FL","2015"
"Black","Female","18/11/2015","Portage","IN","2015"
"Black","Male","17/11/2015","Cayce","SC","2015"
"Black","Male","17/11/2015","Miami","FL","2015"
"White","Male","17/11/2015","Little Egg Harbor Township","NJ","2015"
"White","Male","17/11/2015","Weatherford","TX","2015"
"White","Male","17/11/2015","Arlington","GA","2015"
"Black","Male","17/11/2015","Houston","TX","2015"
"White","Male","16/11/2015","Dalton","GA","2015"
"White","Male","16/11/2015","Centerville","TX","2015"
"White","Male","15/11/2015","Spring Lake","NC","2015"
"Black","Male","15/11/2015","Minneapolis","MN","2015"
"Black","Male","15/11/2015","Oakland","CA","2015"
"Black","Male","15/11/2015","Philadelphia","PA","2015"
"Black","Male","14/11/2015","Washington","DC","2015"
"Hispanic","Male","14/11/2015","Riverside","CA","2015"
"White","Male","13/11/2015","Eden","GA","2015"
"White","Male","13/11/2015","Trenton","TN","2015"
"Hispanic","Male","13/11/2015","Jurupa Valley","CA","2015"
"Hispanic","Male","12/11/2015","Sunnyvale","CA","2015"
"Hispanic","Male","11/11/2015","San Francisco","CA","2015"
"Black","Male","11/11/2015","Baltimore","MD","2015"
"White","Male","11/11/2015","Aiken","SC","2015"
"Hispanic","Male","11/11/2015","Albuquerque","NM","2015"
"White","Male","10/11/2015","Dillon","MT","2015"
"Hispanic","Male","10/11/2015","Chico","CA","2015"
"Hispanic","Male","10/11/2015","Brighton","CO","2015"
"White","Male","10/11/2015","Colorado Springs","CO","2015"
"Hispanic","Male","09/11/2015","Laredo","TX","2015"
"White","Male","09/11/2015","Orlando","WV","2015"
"Hispanic","Male","09/11/2015","Los Angeles","CA","2015"
"Hispanic","Male","09/11/2015","San Jose","CA","2015"
"Black","Male","09/11/2015","Spartanburg","SC","2015"
"Black","Male","09/11/2015","Oveido","FL","2015"
"Black","Male","09/11/2015","Oveido","FL","2015"
"White","Male","06/11/2015","Portland","OR","2015"
"White","Male","06/11/2015","Deltona","FL","2015"
"White","Male","06/11/2015","Wadesboro","NC","2015"
"White","Male","06/11/2015","Las Vegas","NV","2015"
"White","Male","05/11/2015","Hominy","OK","2015"
"White","Male","05/11/2015","Lakeshire","MO","2015"
"White","Female","05/11/2015","Goose Creek","SC","2015"
"White","Male","05/11/2015","Morgantown","WV","2015"
"Asian","Male","04/11/2015","Merced","CA","2015"
"White","Male","04/11/2015","Springfield","MO","2015"
"Black","Male","04/11/2015","Houston","TX","2015"
"White","Male","04/11/2015","San Diego","CA","2015"
"White","Male","03/11/2015","Marksville","LA","2015"
"Black","Male","02/11/2015","Washington","DC","2015"
"White","Male","01/11/2015","Eureka","CA","2015"
"White","Male","01/11/2015","Hutchinson","MN","2015"
"White","Male","01/11/2015","Council","ID","2015"
"Black","Male","01/11/2015","Washington","DC","2015"
"White","Male","31/10/2015","Colorado Springs","CO","2015"
"Black","Male","31/10/2015","Opelika","AL","2015"
"Black","Male","30/10/2015","Houston","TX","2015"
"Black","Male","30/10/2015","Houston","TX","2015"
"Hispanic","Male","30/10/2015","Mesquite","TX","2015"
"White","Male","30/10/2015","Fort Gibson","OK","2015"
"White","Male","30/10/2015","Burkesville","KY","2015"
"White","Male","29/10/2015","Hohenwald","TN","2015"
"Black","Male","29/10/2015","Columbus","OH","2015"
"White","Male","29/10/2015","Forest Grove","OR","2015"
"White","Male","29/10/2015","Old Town","FL","2015"
"Black","Male","28/10/2015","Jacksonville","FL","2015"
"White","Male","28/10/2015","Salem","OR","2015"
"White","Male","28/10/2015","Smithville","MS","2015"
"Black","Male","28/10/2015","San Diego","CA","2015"
"Black","Male","27/10/2015","Savannah","GA","2015"
"Black","Female","26/10/2015","Washington","DC","2015"
"Asian","Male","26/10/2015","Tampa","FL","2015"
"Hispanic","Male","26/10/2015","Philadelphia","PA","2015"
"Black","Male","26/10/2015","Frederick","MD","2015"
"White","Male","25/10/2015","Talking Rock","GA","2015"
"White","Male","24/10/2015","Zanesville","OH","2015"
"Hispanic","Male","24/10/2015","Riverside","CA","2015"
"Black","Male","24/10/2015","Cape Coral","FL","2015"
"White","Male","24/10/2015","Salem","WI","2015"
"White","Male","24/10/2015","New Paltz","NY","2015"
"Black","Male","24/10/2015","Cathedral City","CA","2015"
"White","Male","24/10/2015","Sterling","AK","2015"
"Black","Male","23/10/2015","Midwest City","OK","2015"
"Black","Male","22/10/2015","Carmichael","CA","2015"
"Black","Male","22/10/2015","Shreveport","LA","2015"
"White","Male","22/10/2015","Pine Top","KY","2015"
"Hispanic","Male","21/10/2015","Calexico","CA","2015"
"White","Male","21/10/2015","Kentwood","MI","2015"
"Hispanic","Male","21/10/2015","Visalia","CA","2015"
"Hispanic","Male","21/10/2015","Corpus Christi","TX","2015"
"White","Male","20/10/2015","Cedar Rapids","IA","2015"
"White","Male","20/10/2015","Mandeville","LA","2015"
"Hispanic","Male","20/10/2015","Truth or Consequences","NM","2015"
"White","Male","20/10/2015","Louisville","KY","2015"
"Black","Male","20/10/2015","San Diego","CA","2015"
"White","Male","20/10/2015","Wakarusa","KS","2015"
"Black","Male","19/10/2015","Los Angeles","CA","2015"
"White","Male","18/10/2015","Fresno","CA","2015"
"Black","Male","18/10/2015","Palm Beach","FL","2015"
"White","Male","18/10/2015","St. Cloud","MN","2015"
"Hispanic","Male","18/10/2015","Harlingen","TX","2015"
"Black","Male","17/10/2015","York","PA","2015"
"Black","Male","17/10/2015","Richmond","VA","2015"
"Hispanic","Male","17/10/2015","Modesto","CA","2015"
"Black","Male","17/10/2015","Chula Vista","CA","2015"
"White","Male","16/10/2015","Gardernville","NV","2015"
"White","Male","16/10/2015","Houston","TX","2015"
"Unknown race","Male","16/10/2015","Winder","GA","2015"
"Hispanic","Male","16/10/2015","La Puente","CA","2015"
"Black","Male","16/10/2015","Columbus","MS","2015"
"Hispanic","Male","15/10/2015","Homestead","FL","2015"
"Black","Male","15/10/2015","Houston","TX","2015"
"Black","Male","15/10/2015","Columbus","OH","2015"
"Hispanic","Male","15/10/2015","San Francisco","CA","2015"
"White","Male","15/10/2015","Kirkland","WA","2015"
"White","Female","15/10/2015","Las Vegas","NV","2015"
"White","Male","15/10/2015","Cleveland","OH","2015"
"White","Male","14/10/2015","Catersville","GA","2015"
"White","Female","14/10/2015","Naples","FL","2015"
"Black","Male","14/10/2015","Evergreen","AL","2015"
"Unknown race","Male","14/10/2015","Seaside","CA","2015"
"Hispanic","Male","14/10/2015","Indio","CA","2015"
"White","Male","12/10/2015","Brookhaven","MS","2015"
"Black","Male","12/10/2015","Lawton","OK","2015"
"Black","Male","11/10/2015","Taylors ","SC","2015"
"Hispanic","Male","11/10/2015","Odessa","TX","2015"
"Asian","Male","11/10/2015","Lake Charles","LA","2015"
"Hispanic","Male","11/10/2015","San Bernardino","CA","2015"
"White","Male","10/10/2015","Old Saybrook","CT","2015"
"White","Male","10/10/2015","Lakeview","MI","2015"
"Hispanic","Male","10/10/2015","Lisle","IL","2015"
"White","Male","10/10/2015","Pinon Hills","CA","2015"
"White","Male","10/10/2015","Beverly","MA","2015"
"Hispanic","Male","09/10/2015","Columbia","MD","2015"
"White","Female","09/10/2015","Aguanga","CA","2015"
"Hispanic","Male","07/10/2015","West Palm Beach","FL","2015"
"White","Male","06/10/2015","Monterey","CA","2015"
"White","Male","05/10/2015","Woodbridge Township","NJ","2015"
"White","Male","05/10/2015","Hurst","TX","2015"
"Asian","Male","05/10/2015","Akron","OH","2015"
"White","Male","04/10/2015","Muscle Shoals","AL","2015"
"Black","Male","04/10/2015","Chicago","IL","2015"
"White","Male","04/10/2015","Los Angeles","CA","2015"
"Hispanic","Male","02/10/2015","Rialto","CA","2015"
"Hispanic","Male","02/10/2015","Sierra Vista","AZ","2015"
"White","Female","02/10/2015","Aloha","OR","2015"
"White","Male","02/10/2015","Amarillo","TX","2015"
"Black","Male","30/09/2015","Beckley","WV","2015"
"White","Male","30/09/2015","Rockport","TX","2015"
"White","Male","29/09/2015","Mora","MN","2015"
"Native American","Male","29/09/2015","Rapid City","SD","2015"
"Black","Male","28/09/2015","North Miami","FL","2015"
"Hispanic","Male","28/09/2015","San Diego","CA","2015"
"Hispanic","Female","27/09/2015","Los Angeles","CA","2015"
"Hispanic","Male","27/09/2015","Ponder","TX","2015"
"White","Male","27/09/2015","Rossville","GA","2015"
"Hispanic","Male","26/09/2015","Lovington","NM","2015"
"Black","Male","26/09/2015","Baton Rouge","LA","2015"
"Black","Male","25/09/2015","Chicago","IL","2015"
"White","Male","25/09/2015","Wilhoit","AZ","2015"
"White","Male","25/09/2015","Akron","OH","2015"
"Hispanic","Male","25/09/2015","Fresno","CA","2015"
"White","Male","24/09/2015","Fountain","CO","2015"
"Black","Male","24/09/2015","Miami","FL","2015"
"Native American","Male","24/09/2015","St Paul","MN","2015"
"Black","Male","23/09/2015","Wilmington","DE","2015"
"White","Male","23/09/2015","McKinney","TX","2015"
"White","Male","23/09/2015","Troutdale","VA","2015"
"Black","Male","23/09/2015","Salt Lake City","UT","2015"
"Black","Male","23/09/2015","Reisterstown","MD","2015"
"White","Male","22/09/2015","North Las Vegas","NV","2015"
"Black","Male","22/09/2015","Haywood","CA","2015"
"White","Male","22/09/2015","Niceville","FL","2015"
"White","Male","22/09/2015","Anderson","CA","2015"
"White","Female","21/09/2015","Sand City","CA","2015"
"Hispanic","Male","21/09/2015","Dallas","TX","2015"
"White","Male","21/09/2015","Barberville","FL","2015"
"White","Male","21/09/2015","Sand City","CA","2015"
"White","Male","21/09/2015","Paris","TX","2015"
"Hispanic","Male","21/09/2015","Auburndale","FL","2015"
"White","Male","20/09/2015","Harrisonburg","VA","2015"
"White","Male","20/09/2015","Shelbyville","IN","2015"
"White","Male","19/09/2015","Slidell","LA","2015"
"White","Male","19/09/2015","St. Stephens","AL","2015"
"Native American","Male","19/09/2015","Marysville","WA","2015"
"White","Male","18/09/2015","Cumberland Furnace","TN","2015"
"White","Male","18/09/2015","San Bernardino","CA","2015"
"White","Male","17/09/2015","Beaverton","MI","2015"
"White","Male","17/09/2015","Brodhead","KY","2015"
"White","Male","16/09/2015","Lead","SD","2015"
"Black","Male","15/09/2015","Chalmette","LA","2015"
"Black","Male","15/09/2015","Alexandria","LA","2015"
"Hispanic","Male","15/09/2015","Los Angeles","CA","2015"
"Hispanic","Male","15/09/2015","Los Angeles","CA","2015"
"Hispanic","Male","15/09/2015","Miami","FL","2015"
"Black","Male","14/09/2015","Eddyville","KY","2015"
"White","Male","14/09/2015","Barstow","CA","2015"
"White","Male","13/09/2015","Clute","TX","2015"
"White","Male","13/09/2015","Wellman","IA","2015"
"Black","Male","13/09/2015","Pond Creek","OK","2015"
"White","Male","12/09/2015","Knoxville","TN","2015"
"White","Male","12/09/2015","Sylacauga","AL","2015"
"White","Male","11/09/2015","Chester","PA","2015"
"White","Male","11/09/2015","Broomfield","CO","2015"
"Black","Male","10/09/2015","Indianapolis","IN","2015"
"Asian","Male","10/09/2015","Potsdam","NY","2015"
"White","Male","10/09/2015","Lodi","CA","2015"
"Hispanic","Male","10/09/2015","Fontana","CA","2015"
"Hispanic","Male","10/09/2015","Downey","CA","2015"
"White","Male","09/09/2015","Green Bay","WI","2015"
"Native American","Male","09/09/2015","North Pole","AK","2015"
"Black","Male","09/09/2015","Kansas City","MO","2015"
"Asian","Male","09/09/2015","El Monte","CA","2015"
"Native American","Male","08/09/2015","Fairbanks","AK","2015"
"White","Male","08/09/2015","Akron","OH","2015"
"Hispanic","Male","07/09/2015","Fresno","CA","2015"
"White","Male","07/09/2015","Puryear","TN","2015"
"Black","Male","07/09/2015","Detroit","MI","2015"
"Asian","Male","06/09/2015","Shreveport","LA","2015"
"White","Male","06/09/2015","Hobbs","NM","2015"
"Hispanic","Male","06/09/2015","Miami","FL","2015"
"Hispanic","Male","05/09/2015","Ontario","CA","2015"
"Black","Male","05/09/2015","Virginia Beach","VA","2015"
"Black","Male","05/09/2015","Durham","NC","2015"
"Black","Female","05/09/2015","Virginia Beach","VA","2015"
"Hispanic","Male","05/09/2015","Long Beach","CA","2015"
"White","Male","04/09/2015","Merrimack","NH","2015"
"White","Male","04/09/2015","Weitchpec","CA","2015"
"White","Male","04/09/2015","Springtown","TX","2015"
"Asian","Male","04/09/2015","Mitchell","SD","2015"
"Hispanic","Male","04/09/2015","French Lick","IN","2015"
"White","Male","04/09/2015","Girardville","PA","2015"
"White","Male","02/09/2015","Prescott","AZ","2015"
"Black","Male","01/09/2015","Bluefield","WV","2015"
"White","Male","01/09/2015","Artesia","NM","2015"
"White","Male","01/09/2015","Twinsburg","OH","2015"
"White","Male","31/08/2015","Loveland","CO","2015"
"White","Male","31/08/2015","Hamilton","GA","2015"
"Black","Male","31/08/2015","Cincinnati","OH","2015"
"White","Male","30/08/2015","Cushing","OK","2015"
"Hispanic","Male","30/08/2015","Tucson","AZ","2015"
"Black","Male","29/08/2015","North Las Vegas","NV","2015"
"White","Male","29/08/2015","San Antonio","TX","2015"
"Hispanic","Male","29/08/2015","Chicago","IL","2015"
"White","Male","28/08/2015","Longview","TX","2015"
"White","Male","28/08/2015","Spanish Fork","UT","2015"
"Black","Male","28/08/2015","Mt. Vernon","NY","2015"
"Hispanic","Male","28/08/2015","San Antonio","TX","2015"
"Black","Male","27/08/2015","Oakland","CA","2015"
"Black","Male","27/08/2015","Dallas","TX","2015"
"White","Male","27/08/2015","San Diego","CA","2015"
"Hispanic","Male","27/08/2015","Los Angeles","CA","2015"
"White","Male","26/08/2015","West Jordan","UT","2015"
"White","Male","26/08/2015","Hixson","TN","2015"
"White","Male","26/08/2015","Hendersonville","TN","2015"
"Hispanic","Male","25/08/2015","Miami","FL","2015"
"Hispanic","Male","25/08/2015","Santa Fe","NM","2015"
"Black","Male","25/08/2015","West Chester","PA","2015"
"White","Male","25/08/2015","Phoenix","AZ","2015"
"White","Male","25/08/2015","Thonotosassa","FL","2015"
"White","Male","23/08/2015","Jacksonville","FL","2015"
"White","Male","23/08/2015","Arab","AL","2015"
"Black","Male","23/08/2015","Archdale","NC","2015"
"White","Male","23/08/2015","Las Vegas","NV","2015"
"White","Male","23/08/2015","Brick","NJ","2015"
"White","Male","22/08/2015","Cohasset","MN","2015"
"Black","Male","22/08/2015","Troy","NY","2015"
"White","Male","22/08/2015","King George","VA","2015"
"White","Male","22/08/2015","Bakersfield","CA","2015"
